,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmpOverall,Age,Complain,Customer_Days,Income,Kidhome,MntFishProducts,MntFruits,MntGoldProds,MntMeatProducts,MntRegularProds,MntSweetProducts,MntTotal,MntWines,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,Response,Teenhome,Z_CostContact,Z_Revenue,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,Marital,Education,ChildrenTotal
1184,0,0,0,0,0,0,63,0,2475,66636.0,0,84,10,0,689,1084,10,1084,291,4,1,9,3,1,64,0,0,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,0
1185,0,0,1,0,0,1,64,0,2653,50965.0,0,8,13,29,85,627,6,656,544,4,3,5,10,8,87,0,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
1186,0,0,0,0,1,1,55,0,2378,84618.0,0,21,100,0,801,1672,66,1672,684,9,1,10,6,2,96,0,0,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,0
1187,0,0,0,0,0,0,30,0,2402,18351.0,0,0,12,7,9,29,14,36,1,0,1,3,2,7,1,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
1188,0,0,1,0,0,1,63,0,2292,40451.0,0,0,0,10,4,29,0,39,35,1,1,2,1,5,54,0,2,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,2
1189,0,0,0,0,0,0,55,0,2562,36317.0,0,3,3,13,25,107,2,120,87,0,2,4,3,7,53,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1190,0,0,0,1,0,1,63,0,2419,42213.0,0,4,3,20,24,323,3,343,309,1,2,7,5,7,96,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1191,0,0,0,0,0,0,65,1,2599,65748.0,0,95,73,34,93,477,78,511,172,4,2,10,2,1,58,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1192,0,0,1,0,0,1,48,0,2404,77044.0,0,50,38,76,242,913,34,989,625,11,2,11,7,4,12,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1193,0,0,0,0,1,1,51,0,2633,74918.0,0,25,59,59,913,1929,19,1988,972,9,1,6,5,3,78,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,0
1194,0,0,0,0,0,0,48,0,2765,56721.0,1,6,6,75,39,146,13,221,157,1,5,5,4,6,64,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
1195,0,0,0,0,0,0,45,0,2525,42160.0,1,3,9,20,45,100,15,120,48,1,4,4,2,6,26,1,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,2
1196,0,0,0,0,0,0,55,0,2506,61559.0,0,32,83,34,88,462,14,496,279,2,1,10,4,3,8,0,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
1197,0,0,0,0,0,0,57,0,2849,33629.0,1,0,0,4,16,144,0,148,132,1,5,4,3,9,49,0,1,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,2
1198,0,0,0,0,0,0,29,0,2425,68682.0,0,99,0,45,505,1508,30,1553,919,9,1,10,4,2,56,0,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,0
1199,0,0,0,0,0,0,57,0,2685,34377.0,0,3,0,26,22,62,1,88,62,2,2,2,2,7,55,0,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
1200,0,0,0,0,0,0,34,0,2835,8940.0,1,4,45,42,3,17,6,59,1,1,3,3,3,8,25,0,0,3,11,0,1,0,0,0,0,0,1,0,0,Single,Basic,1
1201,0,0,0,0,0,0,47,0,2439,26228.0,1,3,6,9,4,7,1,16,2,0,1,2,1,8,50,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1202,1,0,0,0,0,1,63,0,2678,77297.0,0,48,61,41,109,707,122,748,408,7,1,9,5,4,84,0,0,3,11,1,0,0,0,0,1,0,0,0,0,Divorced,2n Cycle,0
1203,0,0,1,0,0,1,39,0,2493,40211.0,1,2,1,25,7,37,1,62,51,1,2,2,2,8,30,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
1204,0,0,0,0,0,0,62,0,2439,33438.0,1,3,1,6,16,78,2,84,62,1,4,4,2,5,81,0,1,3,11,0,0,0,0,1,0,0,0,0,1,Widow,PhD,2
1205,0,0,0,0,0,0,61,0,2586,75032.0,0,47,12,12,180,1191,12,1203,952,4,2,9,5,3,74,0,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
1206,0,0,0,1,0,1,65,0,2419,61284.0,0,20,15,45,106,721,7,766,618,2,1,8,11,6,76,0,0,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,0
1207,0,0,1,0,0,1,34,0,2774,22518.0,1,2,7,27,12,7,2,34,11,1,2,2,2,5,36,1,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1208,0,0,0,0,0,0,45,0,2477,54730.0,0,4,3,56,17,293,7,349,318,1,5,8,4,4,64,0,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
1209,0,0,0,0,0,0,65,0,2250,38452.0,1,0,0,2,14,68,0,70,56,0,3,3,3,7,62,0,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,2
1210,0,0,0,0,0,0,49,0,2658,44421.0,1,7,5,7,59,175,1,182,110,0,5,4,5,8,53,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,2
1211,0,0,0,0,0,0,34,0,2524,38197.0,1,2,0,3,11,34,1,37,23,0,1,3,1,5,86,0,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
1212,0,0,0,0,0,0,42,0,2299,41986.0,0,8,5,12,8,39,3,51,27,0,3,4,3,4,15,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,1
1213,0,0,0,0,0,0,37,0,2624,28427.0,1,3,3,6,19,40,3,46,18,0,2,3,2,8,67,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1214,0,0,0,0,0,0,44,0,2217,37395.0,1,0,0,11,9,17,1,28,18,0,1,3,1,6,47,0,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
1215,0,0,0,0,0,0,49,0,2193,64722.0,1,60,0,15,280,775,147,790,303,2,4,11,8,6,47,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1216,0,0,0,0,0,0,64,0,2232,55249.0,0,2,1,11,19,108,0,119,97,1,1,4,2,3,81,0,1,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,1
1217,0,1,0,1,1,3,48,0,2427,84906.0,0,99,15,76,414,1479,30,1555,997,6,1,12,5,2,98,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,0
1218,0,0,0,0,0,0,31,0,2519,28691.0,1,8,4,4,13,26,0,30,5,0,1,3,1,8,56,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1219,0,0,0,0,0,0,68,0,2371,44213.0,1,0,11,7,35,138,4,145,95,1,4,5,2,6,48,0,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,2
1220,0,0,0,0,0,0,36,0,2321,25707.0,1,3,6,3,2,15,6,18,1,0,1,3,1,7,18,0,0,3,11,0,1,0,0,0,0,0,1,0,0,Single,Basic,1
1221,0,0,0,0,0,0,53,0,2428,59062.0,2,3,1,9,12,53,0,62,46,0,2,3,2,4,74,0,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,3
1222,0,0,1,0,0,1,58,0,2195,76624.0,0,54,106,66,147,767,115,833,411,10,1,7,5,1,68,0,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
1223,0,0,0,0,0,0,73,0,2229,66000.0,0,101,51,45,270,621,0,666,244,3,1,5,1,1,36,0,0,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,0
1224,0,0,0,0,0,0,42,0,2853,27683.0,1,12,9,45,121,261,12,306,152,2,4,4,6,8,90,0,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
1225,0,0,0,0,0,0,49,0,2201,1730.0,0,1,1,1,3,6,1,7,1,0,15,0,0,20,65,0,0,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,0
1226,0,0,0,0,0,0,28,0,2732,7500.0,1,8,17,40,18,39,26,79,10,2,4,2,3,9,63,0,0,3,11,0,1,0,0,0,0,0,1,0,0,Single,Basic,1
1227,0,0,0,0,0,0,52,0,2609,40521.0,1,0,0,4,5,13,0,17,12,1,1,2,0,5,82,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,2
1228,0,0,0,0,0,0,47,0,2256,20427.0,1,0,0,1,4,8,0,9,5,0,1,2,1,8,63,0,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
1229,0,0,0,1,0,1,45,0,2195,65106.0,0,12,19,19,133,935,0,954,790,3,3,13,8,6,55,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1230,1,0,0,0,1,2,55,0,2465,69969.0,0,38,29,44,514,1448,29,1492,882,2,1,6,4,3,64,1,0,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,0
1231,0,0,0,1,0,1,68,0,2507,67433.0,0,12,28,30,259,932,48,962,615,5,4,13,6,4,51,0,2,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
1232,0,0,1,0,0,1,53,0,2651,77766.0,0,115,59,27,265,1475,59,1502,1004,10,2,11,11,6,97,1,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
1233,0,0,0,0,0,0,48,0,2449,74716.0,0,13,27,71,421,718,195,789,133,3,2,5,7,4,92,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1234,0,0,0,0,0,0,57,0,2413,68118.0,0,10,23,154,123,620,23,774,595,9,2,4,8,6,51,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,1
1235,0,0,0,0,0,0,50,0,2858,55158.0,1,4,0,23,87,372,11,395,293,2,4,5,7,7,72,1,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,2
1236,0,0,0,0,0,0,65,0,2854,62972.0,0,20,15,192,47,203,0,395,313,4,2,3,7,6,39,1,1,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,1
1237,0,0,0,0,0,0,45,0,2207,74190.0,0,168,81,64,86,513,91,577,151,2,2,11,4,2,49,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1238,0,0,1,0,0,1,44,0,2261,39356.0,1,0,0,6,2,11,0,17,15,0,1,2,1,6,21,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
1239,1,0,0,0,1,2,51,0,2476,76653.0,0,219,63,126,946,2027,189,2153,736,7,1,11,4,2,91,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,0
1240,0,0,1,0,0,1,47,0,2200,35860.0,1,4,0,20,8,9,2,29,15,1,2,2,1,5,37,0,1,3,11,0,0,0,0,1,1,0,0,0,0,Divorced,PhD,2
1241,0,0,0,0,1,1,37,0,2562,90687.0,0,23,17,51,672,1677,34,1728,982,2,1,8,6,2,98,1,0,3,11,0,0,0,0,1,1,0,0,0,0,Divorced,PhD,0
1242,1,0,1,0,0,2,38,0,2365,73450.0,0,90,51,37,415,1730,69,1767,1142,8,1,11,7,3,85,0,0,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,0
1243,0,0,0,0,0,0,60,0,2517,31454.0,1,0,0,9,11,30,0,39,28,0,3,3,2,8,40,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
1244,0,0,0,0,0,0,68,0,2274,47139.0,1,0,0,23,12,37,2,60,46,1,2,2,2,7,2,1,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,2
1245,1,0,1,0,1,3,45,0,2423,83829.0,0,186,161,27,430,1808,161,1835,897,7,0,6,4,1,78,1,0,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,0
1246,0,0,0,0,0,0,57,0,2802,53378.0,1,8,6,132,152,529,6,661,489,4,10,6,9,8,41,1,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,2
1247,0,0,0,0,0,0,50,0,2665,19656.0,1,6,4,32,9,20,8,52,25,1,3,3,2,7,94,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1248,0,0,0,0,0,0,72,0,2472,45579.0,0,2,1,1,33,181,1,182,145,1,1,4,4,6,10,0,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
1249,0,0,0,0,0,0,62,0,2167,85485.0,0,44,26,54,611,1275,18,1329,630,6,1,6,6,2,73,0,0,3,11,1,0,0,0,0,0,0,1,0,0,Single,2n Cycle,0
1250,0,0,0,1,0,1,76,0,2242,55956.0,0,50,38,38,104,923,9,961,760,3,2,4,7,4,22,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
1251,0,0,0,0,0,0,57,0,2682,64191.0,0,151,15,15,186,795,38,810,420,3,3,13,5,3,30,0,1,3,11,0,0,0,1,0,0,0,1,0,0,Single,Master,1
1252,0,0,1,0,0,1,48,0,2831,38808.0,1,3,17,30,52,186,19,216,125,1,4,4,5,8,21,1,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
1253,0,0,0,0,0,0,54,0,2626,57183.0,1,7,5,70,64,470,0,540,464,1,8,7,9,8,51,0,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,2
1254,0,0,0,0,0,0,52,0,2744,23748.0,1,12,6,8,29,60,15,68,6,1,3,3,2,8,97,0,0,3,11,0,0,0,1,0,1,0,0,0,0,Divorced,Master,1
1255,0,0,0,1,0,1,49,0,2647,66303.0,0,16,12,60,96,1166,12,1226,1090,4,4,11,3,8,56,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1256,0,0,1,0,0,1,45,0,2354,37368.0,1,2,2,10,11,10,2,20,3,0,1,2,1,6,4,0,0,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
1257,0,0,0,0,0,0,56,1,2703,40800.0,1,8,0,10,27,79,30,89,24,0,2,3,3,7,77,0,2,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,3
1258,1,0,0,0,0,1,42,0,2805,71847.0,0,55,21,210,106,772,63,982,737,7,0,9,6,3,95,0,0,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,0
1259,0,0,0,0,0,0,45,0,2371,46149.0,0,4,6,27,71,308,0,335,254,1,5,7,5,5,36,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1260,0,0,0,0,1,1,37,0,2848,78687.0,0,145,185,241,687,1648,55,1889,817,6,1,8,4,2,13,1,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,0
1261,0,1,0,1,0,2,49,0,2839,49118.0,0,99,54,119,239,991,98,1110,620,7,2,10,9,7,90,1,0,3,11,1,0,0,0,0,1,0,0,0,0,Divorced,2n Cycle,0
1262,0,0,0,0,0,0,63,0,2806,37633.0,1,0,4,1,20,36,0,37,13,0,2,3,1,9,49,0,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,2
1263,0,0,0,0,0,0,69,0,2502,39767.0,0,34,61,47,204,391,26,438,113,1,2,7,7,8,18,0,0,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,0
1264,0,0,0,0,0,0,69,0,2760,26997.0,0,133,23,144,78,146,49,290,7,2,2,5,4,7,89,0,0,3,11,0,1,0,0,0,0,1,0,0,0,Married,Basic,0
1265,0,0,0,0,0,0,50,0,2631,33986.0,1,2,2,5,18,34,1,39,16,0,1,3,1,7,43,0,0,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,1
1266,0,0,0,1,0,1,48,0,2742,57091.0,0,6,0,4,24,488,0,492,462,2,2,5,9,7,82,1,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
1267,0,0,0,0,0,0,51,0,2545,46831.0,1,6,2,34,10,10,4,44,22,2,2,2,1,4,84,0,1,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,2
1268,1,0,1,0,1,3,48,0,2663,83151.0,0,137,147,210,842,1926,42,2136,968,7,1,10,5,2,80,1,0,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,0
1269,0,0,0,0,0,0,49,0,2705,52531.0,0,51,112,125,151,544,72,669,283,2,2,10,7,6,68,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
1270,0,0,0,0,0,0,64,0,2456,15759.0,0,6,2,3,5,11,0,14,1,0,1,2,1,7,12,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
1271,0,0,0,0,0,0,49,0,2492,22804.0,1,2,1,1,7,24,1,25,14,0,1,2,2,9,75,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
1272,0,0,0,0,0,0,47,0,2262,43050.0,1,6,5,8,24,60,3,68,30,0,2,4,2,5,10,0,0,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,1
1273,0,0,0,0,0,0,43,0,2363,42997.0,1,0,0,5,5,5,1,10,4,0,1,2,1,7,91,0,1,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,2
1274,0,0,0,0,0,0,57,0,2237,48918.0,1,0,0,1,9,60,0,61,52,0,2,4,1,4,21,0,1,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,2
1275,0,0,0,0,0,0,66,0,2251,60033.0,0,19,1,48,57,102,11,150,62,1,2,5,2,2,28,0,1,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,1
1276,0,0,0,0,0,0,42,0,2406,34043.0,1,3,2,10,14,29,0,39,20,0,1,2,2,9,97,0,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
1277,0,0,0,1,0,1,54,0,2529,57811.0,0,37,7,78,114,646,21,724,545,2,5,11,7,5,49,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1278,0,0,0,0,1,1,74,0,2289,78569.0,0,207,79,95,622,1546,175,1641,558,6,1,4,4,1,14,1,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
1279,0,0,0,0,0,0,42,0,2708,7500.0,1,13,5,25,4,7,4,32,6,1,4,3,2,6,5,0,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,2
1280,1,0,0,1,1,3,67,0,2641,94384.0,0,160,24,172,790,1958,45,2130,1111,8,0,5,5,2,62,1,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,0
1281,0,0,0,0,0,0,35,0,2290,23148.0,0,6,6,10,8,17,3,27,4,0,1,3,2,7,83,0,0,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,0
1282,0,0,0,0,0,0,50,0,2648,44267.0,1,3,5,49,65,212,5,261,183,2,5,4,5,9,48,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,2
1283,0,0,0,1,0,1,41,0,2764,71626.0,0,94,72,72,376,1161,145,1233,546,5,1,8,5,3,94,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
1284,0,0,0,0,0,0,54,0,2525,60894.0,0,10,7,54,155,724,0,778,606,3,5,8,10,7,61,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1285,0,0,0,0,0,0,44,0,2611,50200.0,1,8,6,64,51,273,6,337,266,1,6,5,7,8,70,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,2
1286,0,0,0,1,1,2,55,0,2196,81051.0,0,38,29,14,249,1473,29,1487,1142,5,1,12,5,2,43,0,0,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,0
1287,1,1,1,0,1,4,38,0,2325,65169.0,0,0,0,46,69,1097,0,1143,1074,4,1,13,10,6,23,1,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
1288,0,0,0,0,0,0,48,0,2501,59868.0,0,54,51,154,154,886,10,1040,771,2,7,12,11,6,37,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1289,0,0,0,0,0,0,60,0,2308,65695.0,0,0,32,6,189,644,58,650,371,4,2,10,5,4,50,0,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
1290,0,0,0,0,0,0,64,0,2742,64857.0,0,210,14,43,717,1454,0,1497,556,5,1,10,7,4,78,0,0,3,11,0,0,0,1,0,0,0,1,0,0,Single,Master,0
1291,0,0,0,0,0,0,55,0,2466,45143.0,0,11,5,14,74,283,5,297,202,1,3,5,6,7,74,0,1,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,1
1292,0,0,0,0,0,0,65,0,2394,74805.0,0,41,162,37,209,746,162,783,209,7,5,10,4,2,14,0,1,3,11,1,0,0,0,0,0,0,0,1,0,Together,2n Cycle,1
1293,0,0,0,0,0,0,31,0,2328,59060.0,1,36,40,12,111,250,40,262,35,1,3,7,3,4,77,0,0,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,1
1294,0,0,0,0,0,0,58,0,2594,27238.0,1,0,0,3,17,51,0,54,37,0,3,3,3,9,39,0,1,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,2
1295,0,0,0,0,0,0,55,0,2430,47009.0,0,59,45,90,73,268,10,358,171,2,4,8,3,4,89,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1296,0,0,0,0,0,0,47,0,2178,46094.0,1,3,2,5,20,34,2,39,12,0,1,3,1,7,62,0,1,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,2
1297,0,0,0,0,0,0,48,0,2494,40321.0,1,6,4,27,21,48,0,75,44,0,2,3,3,7,59,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
1298,0,0,0,0,0,0,36,0,2307,37235.0,1,4,2,20,9,21,6,41,20,1,1,2,1,4,68,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1299,0,0,0,0,0,0,60,0,2592,81843.0,0,34,86,138,537,1367,69,1505,779,9,1,12,5,3,13,0,0,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,0
1300,0,0,0,0,0,0,62,0,2547,46692.0,0,24,6,88,97,221,12,309,170,1,3,5,6,6,37,0,1,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,1
1301,0,0,0,0,1,1,52,0,2332,77382.0,0,112,48,134,231,853,105,987,491,7,2,12,5,1,36,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1302,0,0,1,0,0,1,43,1,2823,37774.0,2,7,8,176,107,121,2,297,173,2,4,3,7,9,28,1,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,2
1303,0,0,0,0,0,0,46,0,2251,18393.0,1,16,10,4,13,42,0,46,7,0,2,3,3,8,2,0,0,3,11,0,1,0,0,0,0,1,0,0,0,Married,Basic,1
1304,0,0,0,0,0,0,58,0,2659,72828.0,0,19,0,205,235,1268,14,1473,1205,3,6,13,6,7,17,0,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
1305,0,0,0,0,0,0,38,0,2231,24711.0,0,6,7,7,25,44,3,51,10,0,1,3,3,7,86,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
1306,0,0,0,0,0,0,45,0,2436,45503.0,1,6,4,18,44,134,1,152,97,1,1,4,3,5,54,0,0,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
1307,0,0,0,0,0,0,38,0,2358,6560.0,0,4,11,262,26,-151,3,111,67,0,0,1,1,17,2,0,0,3,11,0,0,0,1,0,0,0,1,0,0,Single,Master,0
1308,0,0,1,0,0,1,75,0,2383,71604.0,0,98,53,97,528,1002,75,1099,345,3,1,5,8,4,3,1,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,0
1309,0,0,0,0,0,0,41,0,2273,27244.0,1,3,5,46,17,9,24,55,6,2,2,2,2,7,84,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1310,0,0,0,0,0,0,51,0,2723,48752.0,1,71,57,0,100,316,15,316,73,1,5,5,6,9,8,1,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
1311,1,0,0,1,0,2,58,0,2443,71434.0,0,172,36,168,217,1064,96,1232,711,4,3,7,7,4,4,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1312,0,0,0,0,0,0,72,0,2494,90842.0,0,182,70,93,118,1238,187,1331,774,9,1,13,4,1,57,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,0
1313,1,0,0,1,1,3,42,0,2839,88097.0,1,0,0,75,480,694,126,769,163,5,1,8,6,9,24,1,0,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
1314,0,0,0,0,0,0,45,0,2444,51948.0,0,71,33,41,54,229,30,270,82,2,2,4,5,5,51,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
1315,0,0,0,0,0,0,38,0,2576,71853.0,0,141,108,32,413,1085,97,1117,358,8,1,6,2,1,29,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,0
1316,0,0,0,0,0,0,37,0,2229,35876.0,0,4,2,14,40,101,3,115,66,1,1,3,3,6,13,0,0,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,0
1317,0,0,0,0,0,0,68,0,2415,40049.0,0,0,6,3,7,26,3,29,13,0,1,3,1,6,23,0,1,3,11,0,0,1,0,0,0,0,0,0,1,Widow,Graduation,1
1318,0,0,0,0,0,0,38,0,2849,39660.0,1,20,13,36,78,227,13,263,139,1,3,3,7,9,36,1,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
1319,0,0,0,1,0,1,58,0,2190,50127.0,0,4,0,15,21,290,6,305,274,1,1,6,5,6,88,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
1320,0,0,0,0,0,0,43,0,2744,43263.0,0,0,6,102,61,237,10,339,262,2,3,6,5,5,2,0,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
1321,0,0,0,1,0,1,71,0,2795,62845.0,1,0,0,34,45,1110,0,1144,1099,4,11,10,3,8,3,1,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,2
1322,0,0,0,0,0,0,30,0,2657,18929.0,0,23,0,18,8,49,4,67,32,0,1,4,1,6,15,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
1323,0,0,0,0,0,0,38,0,2625,24367.0,1,0,4,5,2,14,11,19,2,0,1,2,1,9,58,0,0,3,11,0,1,0,0,0,0,0,1,0,0,Single,Basic,1
1324,0,0,0,0,0,0,45,0,2653,33249.0,1,19,10,42,21,28,14,70,6,1,2,3,2,6,11,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
1325,0,0,0,0,0,0,61,0,2663,26887.0,0,3,7,6,4,18,4,24,6,0,1,3,1,6,27,0,1,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,1
1326,0,0,0,0,0,0,37,0,2533,50150.0,0,65,46,11,92,388,61,399,135,2,2,7,5,5,32,0,0,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,0
